master_part,file,offset_hex,japanese,vi_game_current,status,note
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xa14,所持金の２０％とられるよ,MAT20% TIEN,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xa50,土地代の２０％とられるよ,MAT20% DAT,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xabc,%sは一回休みよ！,%s NGHI1,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xad0,%sの番よ！,LUOT%s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xb08,戦いをしかけるよね？,THACH DAU?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xe08,「%s」を手に入れたよ,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xe20,「%s」を手に入れたけど,NHAN %s ROI,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xe38,捨てたよ,BO!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xe54,これでいい？,DONGY?,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xe64,はい　　いいえ,CO/KO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xe9c,使用するカードをえらんでね,CHON THE DUNG,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0xeb8,「%s」を使うね,DUNG %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x1130,サンダー,SAM,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x1158,ハリケーン,BAO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x117c,クロスボウ,NO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x11a0,ロングソード,KIEM,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x11e0,ハンマー,BUA,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x11ec,運がよければ敵を倒せるかも,MAY HA DICH,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x1208,特殊　速度６　使い捨て,DB SPD6 1L,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x1220,いちかばちか,LIU!,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x1230,あいてのカード一枚を破壊する,PHA THE DICH,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part04.csv,SLPS_020.75,0x1260,ポリタンがみがわりに！？,POLITAN DO,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
TRANSLATION_MASTER_0.6_part06.csv,SLPS_020.75,0x3394,「%s」を手に入れたよ,NHAN %s,IN_ALPHA_05,Đã chạy trong Alpha 0.5; cột vi_full sẽ được biên tập có dấu dần.
